0,764
1,654
2,389
3,92
4,479
5,951
6,74
7,539
8,841
9,333
10,661
11,242
12,411
13,685
14,353
15,545
16,579
17,417
18,227
19,824
20,544
21,752
22,327
23,219
24,990
25,50
26,630
27,585
28,721
29,288
30,236
31,11
32,965
33,126
34,53
35,429
36,641
37,322
38,751
39,547
40,61
41,106
42,436
43,864
44,411
45,561
46,570
47,748
48,948
49,486
50,987
51,436
52,305
53,54
54,83
55,447
56,139
57,316
58,250
59,237
60,854
61,92
62,319
63,955
64,942
65,563
66,547
67,322
68,998
69,997
70,29
71,795
72,944
73,2
74,242
75,885
76,358
77,326
78,339
79,247
80,911
81,437
82,62
83,239
84,296
85,284
86,535
87,69
88,55
89,202
90,170
91,594
92,719
93,93
94,556
95,70
96,801
97,160
98,241
99,867
100,335
101,304
102,462
103,838
104,983
105,417
106,831
107,205
108,684
109,547
110,693
111,985
112,733
113,954
114,478
115,480
116,151
117,763
118,196
119,242
120,446
121,502
122,284
123,433
124,729
125,148
126,34
127,405
128,737
129,114
130,97
131,61
132,503
133,602
134,613
135,506
136,570
137,549
138,257
139,794
140,790
141,463
142,338
143,711
144,369
145,40
146,735
147,297
148,169
149,430
150,270
151,523
152,765
153,796
154,247
155,728
156,404
157,602
158,817
159,704
160,745
161,188
162,453
163,24
164,74
165,623
166,361
167,818
168,801
169,407
170,692
171,906
172,785
173,259
174,485
175,317
176,253
177,51
178,830
179,561
180,669
181,754
182,430
183,582
184,948
185,873
186,867
187,649
188,468
189,161
190,318
191,533
192,953
193,190
194,283
195,455
196,881
197,268
198,386
199,975
200,753
201,253
202,965
203,884
204,54
205,578
206,826
207,610
208,4
209,72
210,316
211,335
212,737
213,629
214,291
215,531
216,944
217,213
218,430
219,701
220,714
221,836
222,372
223,498
224,991
225,14
226,325
227,518
228,695
229,641
230,511
231,589
232,77
233,843
234,127
235,534
236,939
237,875
238,977
239,530
240,753
241,321
242,471
243,191
244,378
245,680
246,291
247,461
248,679
249,526
250,717
251,581
252,17
253,110
254,299
255,336
256,819
257,912
258,155
259,794
260,407
261,648
262,660
263,338
264,651
265,347
266,8
267,182
268,224
269,484
270,609
271,929
272,155
273,496
274,27
275,281
276,674
277,604
278,670
279,882
280,666
281,916
282,933
283,461
284,344
285,910
286,350
287,217
288,329
289,582
290,215
291,646
292,929
293,134
294,682
295,357
296,773
297,404
298,995
299,557
300,950
301,105
302,344
303,603
304,5
305,117
306,733
307,590
308,203
309,723
310,431
311,379
312,631
313,711
314,362
315,11
316,2
317,209
318,751
319,739
320,383
321,483
322,945
323,223
324,850
325,516
326,177
327,927
328,205
329,521
330,222
331,254
332,798
333,32
334,254
335,275
336,701
337,761
338,687
339,326
340,149
341,264
342,993
343,986
344,392
345,882
346,135
347,627
348,274
349,829
350,596
351,356
352,637
353,792
354,10
355,60
356,99
357,704
358,106
359,32
360,703
361,193
362,920
363,477
364,63
365,807
366,14
367,51
368,454
369,264
370,402
371,564
372,189
373,799
374,179
375,815
376,606
377,601
378,652
379,75
380,76
381,44
382,971
383,215
384,622
385,690
386,500
387,428
388,80
389,673
390,477
391,576
392,148
393,729
394,213
395,848
396,976
397,656
398,384
399,908
400,729
401,846
402,816
403,872
404,394
405,113
406,835
407,695
408,797
409,174
410,32
411,147
412,98
413,229
414,649
415,346
416,855
417,602
418,475
419,779
420,350
421,515
422,168
423,668
424,865
425,825
426,940
427,791
428,478
429,800
430,129
431,691
432,767
433,277
434,413
435,437
436,352
437,986
438,670
439,780
440,279
441,55
442,717
443,72
444,758
445,926
446,553
447,150
448,880
449,205
450,741
451,605
452,465
453,390
454,366
455,681
456,490
457,476
458,830
459,14
460,905
461,673
462,31
463,49
464,295
465,720
466,841
467,31
468,983
469,605
470,932
471,135
472,708
473,594
474,444
475,242
476,230
477,406
478,550
479,673
480,650
481,455
482,299
483,972
484,363
485,436
486,770
487,996
488,100
489,824
490,753
491,134
492,128
493,346
494,924
495,40
496,897
497,433
498,121
499,621
500,49
501,981
502,751
503,830
504,124
505,390
506,752
507,287
508,595
509,413
510,356
511,301
512,678
513,138
514,293
515,816
516,218
517,663
518,873
519,720
520,296
521,440
522,883
523,174
524,150
525,362
526,703
527,868
528,658
529,872
530,161
531,925
532,457
533,459
534,17
535,454
536,918
537,439
538,146
539,813
540,755
541,181
542,751
543,8
544,804
545,466
546,415
547,189
548,335
549,883
550,907
551,511
552,788
553,203
554,182
555,680
556,116
557,26
558,691
559,95
560,451
561,358
562,211
563,118
564,12
565,895
566,781
567,143
568,183
569,160
570,931
571,305
572,324
573,675
574,872
575,137
576,118
577,586
578,661
579,54
580,924
581,654
582,826
583,936
584,387
585,1000
586,65
587,253
588,857
589,958
590,220
591,364
592,752
593,899
594,621
595,814
596,624
597,58
598,62
599,993
600,115
601,115
602,832
603,700
604,765
605,250
606,998
607,667
608,666
609,684
610,700
611,8
612,818
613,412
614,254
615,131
616,275
617,860
618,550
619,210
620,678
621,972
622,128
623,941
624,305
625,187
626,460
627,485
628,573
629,121
630,777
631,786
632,232
633,986
634,743
635,989
636,609
637,947
638,425
639,952
640,270
641,734
642,387
643,864
644,773
645,889
646,809
647,997
648,642
649,966
650,954
651,76
652,661
653,717
654,444
655,686
656,956
657,371
658,97
659,850
660,951
661,424
662,392
663,51
664,989
665,350
666,74
667,909
668,974
669,957
670,931
671,24
672,616
673,783
674,49
675,555
676,854
677,884
678,293
679,96
680,374
681,712
682,762
683,92
684,889
685,916
686,771
687,394
688,519
689,585
690,486
691,802
692,988
693,186
694,848
695,17
696,89
697,784
698,620
699,647
700,831
701,115
702,873
703,540
704,896
705,950
706,913
707,542
708,97
709,933
710,219
711,740
712,897
713,952
714,937
715,772
716,751
717,531
718,666
719,727
720,452
721,270
722,224
723,412
724,981
725,613
726,836
727,457
728,740
729,748
730,67
731,798
732,172
733,519
734,46
735,117
736,777
737,646
738,64
739,312
740,375
741,85
742,35
743,286
744,225
745,687
746,459
747,364
748,881
749,80
750,480
751,867
752,232
753,880
754,224
755,940
756,548
757,467
758,985
759,775
760,435
761,638
762,900
763,589
764,419
765,740
766,347
767,862
768,517
769,344
770,49
771,736
772,63
773,810
774,69
775,705
776,298
777,478
778,346
779,843
780,937
781,552
782,649
783,306
784,927
785,266
786,938
787,826
788,843
789,62
790,974
791,540
792,662
793,781
794,949
795,713
796,791
797,414
798,563
799,293
800,144
801,828
802,854
803,266
804,717
805,192
806,213
807,587
808,554
809,838
810,991
811,863
812,422
813,346
814,566
815,246
816,248
817,166
818,751
819,948
820,265
821,358
822,226
823,914
824,672
825,918
826,461
827,792
828,442
829,438
830,875
831,242
832,679
833,942
834,932
835,850
836,275
837,258
838,584
839,878
840,106
841,861
842,770
843,449
844,596
845,36
846,988
847,272
848,555
849,832
850,249
851,349
852,151
853,689
854,168
855,390
856,21
857,679
858,984
859,688
860,403
861,916
862,334
863,183
864,481
865,290
866,423
867,169
868,401
869,718
870,391
871,654
872,975
873,186
874,656
875,948
876,891
877,65
878,590
879,208
880,810
881,380
882,825
883,629
884,852
885,795
886,406
887,456
888,766
889,205
890,823
891,375
892,16
893,158
894,344
895,751
896,274
897,831
898,572
899,760
900,743
901,26
902,407
903,130
904,965
905,385
906,961
907,871
908,558
909,264
910,779
911,35
912,735
913,206
914,34
915,289
916,253
917,579
918,345
919,574
920,623
921,601
922,751
923,676
924,259
925,491
926,564
927,813
928,843
929,361
930,881
931,993
932,763
933,70
934,690
935,500
936,387
937,436
938,198
939,380
940,734
941,829
942,205
943,842
944,583
945,319
946,223
947,22
948,358
949,962
950,989
951,333
952,7
953,341
954,723
955,744
956,621
957,563
958,564
959,140
960,200
961,105
962,785
963,600
964,121
965,377
966,175
967,358
968,187
969,524
970,326
971,936
972,378
973,703
974,97
975,266
976,571
977,140
978,402
979,799
980,118
981,632
982,979
983,267
984,258
985,912
986,861
987,781
988,140
989,844
990,598
991,97
992,903
993,704
994,770
995,463
996,912
997,439
998,409
999,999
1000,255
1001,230
1002,855
1003,587
1004,338
1005,783
1006,103
1007,387
1008,784
1009,379
1010,521
1011,697
1012,526
1013,951
1014,159
1015,973
1016,117
1017,24
1018,775
1019,409
1020,640
1021,154
1022,898
1023,268
1024,286
1025,39
1026,684
1027,666
1028,559
1029,318
1030,578
1031,250
1032,488
1033,233
1034,116
1035,684
1036,699
1037,864
1038,420
1039,418
1040,267
1041,641
1042,663
1043,365
1044,661
1045,591
1046,52
1047,525
1048,892
1049,471
1050,771
1051,630
1052,698
1053,335
1054,104
1055,963
1056,992
1057,564
1058,700
1059,941
1060,89
1061,195
1062,591
1063,573
1064,890
1065,61
1066,654
1067,570
1068,893
1069,802
1070,989
1071,713
1072,526
1073,118
1074,705
1075,996
1076,236
1077,786
1078,945
1079,859
1080,41
1081,333
1082,361
1083,679
1084,536
1085,994
1086,614
1087,874
1088,801
1089,395
1090,15
1091,461
1092,174
1093,991
1094,39
1095,812
1096,976
1097,349
1098,541
1099,839
1100,220
1101,471
1102,224
1103,441
1104,193
1105,578
1106,815
1107,795
1108,679
1109,504
1110,589
1111,474
1112,302
1113,310
1114,414
1115,2
1116,132
1117,874
1118,878
1119,114
1120,519
1121,304
1122,941
1123,529
1124,363
1125,880
1126,212
1127,830
1128,451
1129,559
1130,704
1131,761
1132,441
1133,731
1134,928
1135,931
1136,74
1137,415
1138,19
1139,912
1140,644
1141,698
1142,316
1143,929
1144,725
1145,605
1146,711
1147,60
1148,441
1149,507
1150,47
1151,39
1152,525
1153,871
1154,340
1155,41
1156,296
1157,735
1158,516
1159,388
1160,192
1161,545
1162,597
1163,423
1164,502
1165,809
1166,368
1167,881
1168,156
1169,49
1170,884
1171,744
1172,669
1173,580
1174,237
1175,701
1176,698
1177,796
1178,325
1179,53
1180,438
1181,221
1182,642
1183,330
1184,715
1185,479
1186,34
1187,186
1188,358
1189,969
1190,585
1191,646
1192,650
1193,873
1194,999
1195,780
1196,426
1197,322
1198,304
1199,739
1200,359
1201,139
1202,236
1203,400
1204,737
1205,408
1206,117
1207,383
1208,477
1209,792
1210,494
1211,975
1212,611
1213,739
1214,517
1215,924
1216,516
1217,966
1218,83
1219,120
1220,183
1221,267
1222,702
1223,784
1224,91
1225,824
1226,318
1227,515
1228,312
1229,543
1230,530
1231,770
1232,726
1233,747
1234,61
1235,383
1236,766
1237,885
1238,584
1239,307
1240,209
1241,399
1242,308
1243,192
1244,642
1245,193
1246,570
1247,625
1248,952
1249,490
1250,874
1251,959
1252,772
1253,373
1254,198
1255,631
1256,889
1257,369
1258,924
1259,896
1260,422
1261,917
1262,878
1263,910
1264,897
1265,922
1266,899
1267,906
1268,255
1269,272
1270,29
1271,295
1272,423
1273,35
1274,657
1275,877
1276,951
1277,967
1278,150
1279,501
1280,921
1281,553
1282,268
1283,847
1284,534
1285,295
1286,548
1287,541
1288,35
1289,134
1290,238
1291,420
1292,455
1293,667
1294,875
1295,669
1296,901
1297,519
1298,652
1299,791
1300,241
1301,360
1302,167
1303,55
1304,400
1305,902
1306,231
1307,616
1308,150
1309,221
1310,422
1311,755
1312,665
1313,334
1314,627
1315,641
1316,465
1317,908
1318,579
1319,59
1320,18
1321,185
1322,73
1323,268
1324,919
1325,795
1326,585
1327,888
1328,857
1329,725
1330,840
1331,956
1332,728
1333,795
1334,475
1335,55
1336,459
1337,262
1338,449
1339,347
